timestamp,option,implementation,n,block_size,threads,run,time_s,gflops,joules,watts,exit_code,error
2026-06-01T00:00:29,5,sycl_block,4096,128,,1,1.03325,44.3387,18.30101,17.712065,0,
2026-06-01T00:00:31,5,sycl_block,4096,128,,2,1.03306,44.347,19.231504,18.616112,0,
2026-06-01T00:00:34,5,sycl_block,4096,128,,3,1.03312,44.3442,18.465475,17.873473,0,
2026-06-01T00:00:39,5,sycl_block,5120,32,,1,2.04142,43.8316,37.018838,18.133903,0,
2026-06-01T00:00:44,5,sycl_block,5120,32,,2,2.04105,43.8395,37.451966,18.34938,0,
2026-06-01T00:00:48,5,sycl_block,5120,32,,3,2.0434,43.7891,37.333915,18.270515,0,
2026-06-01T00:00:53,5,sycl_block,5120,64,,1,2.03416,43.9879,37.769104,18.567402,0,
2026-06-01T00:00:57,5,sycl_block,5120,64,,2,2.0439,43.7784,38.147136,18.663915,0,
2026-06-01T00:01:02,5,sycl_block,5120,64,,3,2.04435,43.7687,37.899865,18.538835,0,
2026-06-01T00:01:07,5,sycl_block,5120,128,,1,2.04021,43.8574,38.979582,19.105633,0,
2026-06-01T00:01:11,5,sycl_block,5120,128,,2,2.03814,43.902,38.014086,18.651344,0,
2026-06-01T00:01:16,5,sycl_block,5120,128,,3,2.0608,43.4194,37.870051,18.376419,0,
2026-06-01T00:01:23,5,sycl_block,6144,32,,1,3.46195,44.6624,64.858981,18.734838,0,
2026-06-01T00:01:30,5,sycl_block,6144,32,,2,3.4334,45.0337,64.518697,18.791472,0,
2026-06-01T00:01:37,5,sycl_block,6144,32,,3,3.43092,45.0663,63.311576,18.453257,0,
2026-06-01T00:01:44,5,sycl_block,6144,64,,1,3.44116,44.9322,64.653838,18.788375,0,
2026-06-01T00:01:51,5,sycl_block,6144,64,,2,3.4669,44.5986,64.028274,18.468477,0,
2026-06-01T00:01:58,5,sycl_block,6144,64,,3,3.48105,44.4173,63.601097,18.270653,0,
2026-06-01T00:02:05,5,sycl_block,6144,128,,1,3.46775,44.5876,63.909949,18.429777,0,
2026-06-01T00:02:12,5,sycl_block,6144,128,,2,3.4789,44.4448,64.931914,18.664516,0,
2026-06-01T00:02:19,5,sycl_block,6144,128,,3,3.47375,44.5106,65.343697,18.810709,0,
2026-06-01T00:02:29,5,sycl_block,7168,32,,1,5.40172,45.4538,99.628209,18.44378,0,
2026-06-01T00:02:39,5,sycl_block,7168,32,,2,5.39134,45.5413,99.270684,18.412982,0,
2026-06-01T00:02:49,5,sycl_block,7168,32,,3,5.39272,45.5297,99.137497,18.383587,0,
2026-06-01T00:02:59,5,sycl_block,7168,64,,1,5.38563,45.5896,99.62116,18.497587,0,
2026-06-01T00:03:09,5,sycl_block,7168,64,,2,5.38397,45.6037,102.915531,19.115175,0,
2026-06-01T00:03:19,5,sycl_block,7168,64,,3,5.39059,45.5477,99.741836,18.50296,0,
2026-06-01T00:03:29,5,sycl_block,7168,128,,1,5.42711,45.2412,102.140852,18.820474,0,
2026-06-01T00:03:39,5,sycl_block,7168,128,,2,5.41164,45.3706,102.039355,18.85555,0,
2026-06-01T00:03:49,5,sycl_block,7168,128,,3,5.40171,45.4539,101.393881,18.770697,0,
2026-06-01T00:04:03,5,sycl_block,8192,32,,1,7.99391,45.8479,149.718224,18.729038,0,
2026-06-01T00:04:17,5,sycl_block,8192,32,,2,8.02421,45.6747,149.748298,18.66205,0,
2026-06-01T00:04:31,5,sycl_block,8192,32,,3,8.01232,45.7426,149.802419,18.696516,0,
2026-06-01T00:04:45,5,sycl_block,8192,64,,1,8.00034,45.8111,151.847295,18.980114,0,
2026-06-01T00:04:58,5,sycl_block,8192,64,,2,8.03438,45.617,148.532388,18.487111,0,
2026-06-01T00:05:12,5,sycl_block,8192,64,,3,7.98707,45.8871,149.106273,18.668457,0,
2026-06-01T00:05:26,5,sycl_block,8192,128,,1,8.00381,45.7912,146.83814,18.346021,0,
2026-06-01T00:05:40,5,sycl_block,8192,128,,2,8.02135,45.691,146.824301,18.304181,0,
2026-06-01T00:05:54,5,sycl_block,8192,128,,3,7.99113,45.8638,149.222111,18.673461,0,
